uri,toxicity_prob,toxicity_tier
at://did:plc:553eofo6hvuxcsxo7qfidxjs/app.bsky.feed.post/3mmz3mbs43d2v,0.0070369947,low
at://did:plc:ba3xc6oqyhhuapgambb6bvtl/app.bsky.feed.post/3mmz3iiei4c2b,0.06579731,low
at://did:plc:ewzmk6cknma562phoo4cq7ym/app.bsky.feed.post/3mmz3hd4ikk2x,0.18744208,medium
at://did:plc:4vwkjmijpwzoqulerctaqphs/app.bsky.feed.post/3mmz3gpa2ds27,0.3057765,medium
at://did:plc:sy42rj4nkl372n6mqlmvm2j2/app.bsky.feed.post/3mmz3fp7sxc2j,0.016210219,low
at://did:plc:s76gd2h7pxtxcyc57e6hmddj/app.bsky.feed.post/3mmz3fbjwb22t,0.15932569,medium
at://did:plc:3ovdnvpc7quufjh5xdbgdcvo/app.bsky.feed.post/3mmz3a45tlc2j,0.6863638,medium
at://did:plc:etgtmr4742hofoygcvtldtro/app.bsky.feed.post/3mmz2v5p3mo2c,0.010115679,low
at://did:plc:ek4puso72kdsza42jtullfg4/app.bsky.feed.post/3mmz2v2yc622i,0.018723432,low
at://did:plc:b6tw6o27ogy4zf3qfdmrtcxg/app.bsky.feed.post/3mmz2pu7ew22o,0.4838166,medium
at://did:plc:jhnxtnubqvp4bebtc53pgcrb/app.bsky.feed.post/3mmz2joqkrd2j,0.051810697,low
at://did:plc:77bsbb7mdntcafkctuddf735/app.bsky.feed.post/3mmz2b2zgy32h,0.017466826,low
at://did:plc:iabhfo7356tfpgydhywqrkvl/app.bsky.feed.post/3mmz25c3jz22e,0.102626406,medium
at://did:plc:y2jwc6fghlwq6ntmmvgbwmt7/app.bsky.feed.post/3mmz24mjfzk2e,0.012754552,low
at://did:plc:xc36kjbtztk2slum3c45mqzy/app.bsky.feed.post/3mmz7fcjris25,0.11202335,medium
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mmz6fzid6s2y,0.057005897,low
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mmz5jnghms2c,0.06579731,low
at://did:plc:p464uedvuxtzckhrm4pfwxa5/app.bsky.feed.post/3mmz54hlwjz22,0.08874765,low
at://did:plc:tn7v4pu6hujnjeay4rugipv6/app.bsky.feed.post/3mmz5dzwg3y2x,0.06500591,low
at://did:plc:jy6yfrbqycyqmkjsnxs2h6jz/app.bsky.feed.post/3mmz4jgdrcr25,0.09611836,low
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mmz3xxakyk2h,0.069754265,low
at://did:plc:woutz4gf6d56sjr7xyd2skso/app.bsky.feed.post/3mmz3venoq223,0.22980402,medium
at://did:plc:tn7v4pu6hujnjeay4rugipv6/app.bsky.feed.post/3mmz3xbvnjm2e,0.07608539,low
at://did:plc:6oc67aggollvpw7mmog32ii5/app.bsky.feed.post/3mmz3lndpjk2h,0.24924077,medium
at://did:plc:bgt62gzl3y5ke7b45xi5vkvu/app.bsky.feed.post/3mmz32s5tlz2y,0.39842087,medium
at://did:plc:t5hgkoxrsxpe3wfisqfeymg5/app.bsky.feed.post/3mmz2w7ef5c2z,0.023553278,low
at://did:plc:hpkpsueipzcpj35a4o3vhluz/app.bsky.feed.post/3mmz2uidap227,0.05131592,low
at://did:plc:4s4ivkb523dolwkskbauvcyx/app.bsky.feed.post/3mmz2ubp4mc2o,0.09568449,low
at://did:plc:2by4zrofrv4qr4elhvc3swnz/app.bsky.feed.post/3mmz2qkrr4s2m,0.18744208,medium
at://did:plc:5ueiinzcjr2p4keghnccnpyw/app.bsky.feed.post/3mmz2owmutc2v,0.14256015,medium
at://did:plc:jx6gmgxkebov6hodjmljr3yv/app.bsky.feed.post/3mmyzqezmes2p,0.045131154,low
at://did:plc:pcs2omjdy7gi5lw2wkdli4pg/app.bsky.feed.post/3mmyzhz2j2k2h,0.89241093,high
at://did:plc:l62hdugjx6tjjaqgnc2utili/app.bsky.feed.post/3mmyyoy3jnk23,0.09741997,low
at://did:plc:bgt62gzl3y5ke7b45xi5vkvu/app.bsky.feed.post/3mmyynn5ylq24,0.16158698,medium
at://did:plc:yzgrugzor7u52dr2odync63c/app.bsky.feed.post/3mmyyfoui6r26,0.027677942,low
at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mmyy5il5ed2z,0.13908891,medium
at://did:plc:vqa2mjfckvns4a4uxwzbithd/app.bsky.feed.post/3mmyxnm5tzs2v,0.28857216,medium
at://did:plc:katqkjdnpjfehf77ke25kayq/app.bsky.feed.post/3mmyxmlt7n22q,0.013822667,low
at://did:plc:am4taanintad4tue2uxd3a4y/app.bsky.feed.post/3mmywjtul422x,0.021785567,low
at://did:plc:4s4ivkb523dolwkskbauvcyx/app.bsky.feed.post/3mmyw6rk3322o,0.021196328,low
at://did:plc:4ilzxebn6rrhxyz3he4ise4v/app.bsky.feed.post/3mmyw4r6wik2r,0.018095128,low
at://did:plc:zlsjjmcm523yvkkwgt7jyhuo/app.bsky.feed.post/3mmyvqklnwl24,0.09611836,low
at://did:plc:2ys35qzvc265dtaltqdmgxcm/app.bsky.feed.post/3mmyvi52zsn2l,0.049336795,low
at://did:plc:3auglfwwpebyiozbojq5eqhy/app.bsky.feed.post/3mmyyxg46owc2,0.11223003,medium
at://did:plc:j67hl6tnm3aa6jlnsfo7j4my/app.bsky.feed.post/3mmytnvrpv22b,0.36043653,medium
at://did:plc:y3wyn2keqln5hdywt7btznbj/app.bsky.feed.post/3mmysylpncs22,0.10653123,medium
at://did:plc:yow3ni6hanedjubexs6imfg4/app.bsky.feed.post/3mmysudnnfd2a,0.09438288,low
at://did:plc:afeun4u4roq6dc5phhnsmhuq/app.bsky.feed.post/3mmyspraosa2y,0.15545623,medium
at://did:plc:qyipmepnqowrzrk4abnfpwow/app.bsky.feed.post/3mmysb3jzrk2k,0.15269235,medium
at://did:plc:e5inb6tzkgx45bfk6ove56gi/app.bsky.feed.post/3mmyrnbc6y22l,0.27047762,medium
at://did:plc:x5au4d4pvjaemhhd322od3ze/app.bsky.feed.post/3mmyrczzb6s2d,0.025203144,low
at://did:plc:zqrgbzgd5j2uu6jx65lwyqfg/app.bsky.feed.post/3mmyrbpttkc2s,0.18079062,medium
at://did:plc:myuaydeblgb6f226544mgt24/app.bsky.feed.post/3mmyqzhzdfc24,0.2820025,medium
at://did:plc:3auglfwwpebyiozbojq5eqhy/app.bsky.feed.post/3mmyteu5x2ko2,0.11223003,medium
at://did:plc:p73j7l3mrl6gnjshikn7ecjn/app.bsky.feed.post/3mmyq25cvrc2w,0.071337044,low
at://did:plc:y3di62qottx2j7aandhtgaee/app.bsky.feed.post/3mmypwfi6tc2l,0.37073207,medium
at://did:plc:tgbnhkys567ixbcwmqmz7pyl/app.bsky.feed.post/3mmyptd7qr22i,0.08083374,low
at://did:plc:lqwk3ei3uwemjrvygsc6pjt2/app.bsky.feed.post/3mmyog6shpc2v,0.03734144,low
at://did:plc:ptqslujurlrnncmzlhq5sscu/app.bsky.feed.post/3mmyocgimob2e,0.02638162,low
at://did:plc:ojkjhh3bpxj2hz2o3f6fe64n/app.bsky.feed.post/3mmyo2uyark2y,0.1460314,medium
at://did:plc:ge7hdux7uzeavfrpw6li7ztq/app.bsky.feed.post/3mmymtx6buf24,0.0665887,low
at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mmymq23oyv2s,0.13908891,medium
at://did:plc:j2nkiuq5tmgqct5kvp7f6ekh/app.bsky.feed.post/3mmymnx6l7c27,0.04240986,low
at://did:plc:6rmrhohel6shjpoug4yfzspr/app.bsky.feed.post/3mmymkz2aoc2v,0.08004235,low
at://did:plc:r3nwpw3xykfeikyyw3r7k7kg/app.bsky.feed.post/3mmylxdctx22g,0.013822667,low
at://did:plc:ujepxgffmczcoj4udno5uyhy/app.bsky.feed.post/3mmylr4hg2s2v,0.02638162,low
at://did:plc:m53436tir5dteesyzatyc7r6/app.bsky.feed.post/3mmyl4i36mk2z,0.019603057,low
